,id_turma,discente,docente,unidade,nota,media_final,numero_total_faltas,aprovado,reposicao,reprovadoporfalta,semestre,docente_nome
540499,48771,0.753168419594253,0.375,0.5,0.8,0.8099999999999999,0.08823529411764706,1.0,0.0,0.0,2014.2,EDUARDO
540500,48771,0.753168419594253,0.375,1.0,0.74,0.8099999999999999,0.08823529411764706,1.0,0.0,0.0,2014.2,EDUARDO
540501,48771,0.5327922329097454,0.375,0.0,0.64,0.73,0.058823529411764705,1.0,0.0,0.0,2014.2,EDUARDO
540502,48771,0.5327922329097454,0.375,0.5,0.85,0.73,0.058823529411764705,1.0,0.0,0.0,2014.2,EDUARDO
540503,48771,0.5327922329097454,0.375,1.0,0.71,0.73,0.058823529411764705,1.0,0.0,0.0,2014.2,EDUARDO
540504,48771,0.8794481079193505,0.375,0.0,0.7,0.64,0.14705882352941177,1.0,0.0,0.0,2014.2,EDUARDO
540505,48771,0.8794481079193505,0.375,0.5,0.5700000000000001,0.64,0.14705882352941177,1.0,0.0,0.0,2014.2,EDUARDO
540506,48771,0.8794481079193505,0.375,1.0,0.6599999999999999,0.64,0.14705882352941177,1.0,0.0,0.0,2014.2,EDUARDO
540507,48771,0.16592605750958742,0.375,0.0,0.86,0.8300000000000001,0.14705882352941177,1.0,0.0,0.0,2014.2,EDUARDO
540508,48771,0.16592605750958742,0.375,0.5,0.9,0.8300000000000001,0.14705882352941177,1.0,0.0,0.0,2014.2,EDUARDO
540509,48771,0.16592605750958742,0.375,1.0,0.72,0.8300000000000001,0.14705882352941177,1.0,0.0,0.0,2014.2,EDUARDO
540513,48771,0.3869928590589367,0.375,0.0,0.8,0.85,0.11764705882352941,1.0,0.0,0.0,2014.2,EDUARDO
540514,48771,0.3869928590589367,0.375,0.5,0.75,0.85,0.11764705882352941,1.0,0.0,0.0,2014.2,EDUARDO
540515,48771,0.3869928590589367,0.375,1.0,1.0,0.85,0.11764705882352941,1.0,0.0,0.0,2014.2,EDUARDO
540516,48771,0.4718611655129957,0.375,0.0,0.55,0.55,0.25,1.0,0.0,0.0,2014.2,EDUARDO
540517,48771,0.4718611655129957,0.375,0.5,0.49000000000000005,0.55,0.25,1.0,0.0,0.0,2014.2,EDUARDO
540518,48771,0.4718611655129957,0.375,1.0,0.61,0.55,0.25,1.0,0.0,0.0,2014.2,EDUARDO
540522,48771,0.2092032492207015,0.375,0.0,1.0,1.0,0.14705882352941177,1.0,0.0,0.0,2014.2,EDUARDO
540523,48771,0.2092032492207015,0.375,0.5,1.0,1.0,0.14705882352941177,1.0,0.0,0.0,2014.2,EDUARDO
540524,48771,0.2092032492207015,0.375,1.0,1.0,1.0,0.14705882352941177,1.0,0.0,0.0,2014.2,EDUARDO
540525,48771,0.5763113939213904,0.375,0.0,0.75,0.8699999999999999,0.08823529411764706,1.0,0.0,0.0,2014.2,EDUARDO
540526,48771,0.5763113939213904,0.375,0.5,0.96,0.8699999999999999,0.08823529411764706,1.0,0.0,0.0,2014.2,EDUARDO
540527,48771,0.5763113939213904,0.375,1.0,0.9099999999999999,0.8699999999999999,0.08823529411764706,1.0,0.0,0.0,2014.2,EDUARDO
540528,48771,0.9873387709134297,0.375,0.0,0.6,0.65,0.058823529411764705,1.0,0.0,0.0,2014.2,EDUARDO
540529,48771,0.9873387709134297,0.375,0.5,0.67,0.65,0.058823529411764705,1.0,0.0,0.0,2014.2,EDUARDO
540530,48771,0.9873387709134297,0.375,1.0,0.6900000000000001,0.65,0.058823529411764705,1.0,0.0,0.0,2014.2,EDUARDO
540534,48771,0.7758315108621262,0.375,0.0,0.3,0.5599999999999999,0.08823529411764706,1.0,0.0,0.0,2014.2,EDUARDO
540535,48771,0.7758315108621262,0.375,0.5,0.5,0.5599999999999999,0.08823529411764706,1.0,0.0,0.0,2014.2,EDUARDO
540536,48771,0.7758315108621262,0.375,1.0,0.62,0.5599999999999999,0.08823529411764706,1.0,0.0,0.0,2014.2,EDUARDO
540537,48771,0.991800307928488,0.375,0.0,0.05,0.8400000000000001,0.08823529411764706,1.0,0.0,0.0,2014.2,EDUARDO
540538,48771,0.991800307928488,0.375,0.5,0.72,0.8400000000000001,0.08823529411764706,1.0,0.0,0.0,2014.2,EDUARDO
540539,48771,0.991800307928488,0.375,1.0,0.9,0.8400000000000001,0.08823529411764706,1.0,0.0,0.0,2014.2,EDUARDO
540540,48771,0.18479367887177595,0.375,0.0,0.0,0.5,0.20588235294117646,1.0,0.0,0.0,2014.2,EDUARDO
540541,48771,0.18479367887177595,0.375,0.5,0.55,0.5,0.20588235294117646,1.0,0.0,0.0,2014.2,EDUARDO
540542,48771,0.18479367887177595,0.375,1.0,0.65,0.5,0.20588235294117646,1.0,0.0,0.0,2014.2,EDUARDO
540543,48771,0.44077575838882205,0.375,0.0,0.5,0.44000000000000006,0.25,0.0,0.0,0.0,2014.2,EDUARDO
540544,48771,0.44077575838882205,0.375,0.5,0.61,0.44000000000000006,0.25,0.0,0.0,0.0,2014.2,EDUARDO
540545,48771,0.44077575838882205,0.375,1.0,0.0,0.44000000000000006,0.25,0.0,0.0,0.0,2014.2,EDUARDO
540570,48771,0.393499908715227,0.375,0.0,0.6,0.5599999999999999,0.25,1.0,0.0,0.0,2014.2,EDUARDO
540571,48771,0.393499908715227,0.375,0.5,0.64,0.5599999999999999,0.25,1.0,0.0,0.0,2014.2,EDUARDO
540572,48771,0.393499908715227,0.375,1.0,0.1,0.5599999999999999,0.25,1.0,0.0,0.0,2014.2,EDUARDO
540573,48771,0.8415356382188887,0.375,0.0,0.35,0.37,0.14705882352941177,0.0,0.0,0.0,2014.2,EDUARDO
540574,48771,0.8415356382188887,0.375,0.5,0.42000000000000004,0.37,0.14705882352941177,0.0,0.0,0.0,2014.2,EDUARDO
540575,48771,0.8415356382188887,0.375,1.0,0.22999999999999998,0.37,0.14705882352941177,0.0,0.0,0.0,2014.2,EDUARDO
540576,48771,0.037725970909837245,0.375,0.0,0.75,0.8300000000000001,0.058823529411764705,1.0,0.0,0.0,2014.2,EDUARDO
540577,48771,0.037725970909837245,0.375,0.5,0.95,0.8300000000000001,0.058823529411764705,1.0,0.0,0.0,2014.2,EDUARDO
540578,48771,0.037725970909837245,0.375,1.0,0.8,0.8300000000000001,0.058823529411764705,1.0,0.0,0.0,2014.2,EDUARDO
540579,48771,0.711716131479823,0.375,0.0,0.95,0.85,0.23529411764705882,1.0,0.0,0.0,2014.2,EDUARDO
540580,48771,0.711716131479823,0.375,0.5,1.0,0.85,0.23529411764705882,1.0,0.0,0.0,2014.2,EDUARDO
540581,48771,0.711716131479823,0.375,1.0,0.6,0.85,0.23529411764705882,1.0,0.0,0.0,2014.2,EDUARDO
540582,48771,0.8850153363831356,0.375,0.0,0.5,0.5700000000000001,0.25,1.0,0.0,0.0,2014.2,EDUARDO
540583,48771,0.8850153363831356,0.375,0.5,0.5900000000000001,0.5700000000000001,0.25,1.0,0.0,0.0,2014.2,EDUARDO
540584,48771,0.8850153363831356,0.375,1.0,0.61,0.5700000000000001,0.25,1.0,0.0,0.0,2014.2,EDUARDO
540585,48771,0.6814057377917617,0.375,0.0,0.7,0.61,0.029411764705882353,1.0,0.0,0.0,2014.2,EDUARDO
540586,48771,0.6814057377917617,0.375,0.5,0.5900000000000001,0.61,0.029411764705882353,1.0,0.0,0.0,2014.2,EDUARDO
540587,48771,0.6814057377917617,0.375,1.0,0.55,0.61,0.029411764705882353,1.0,0.0,0.0,2014.2,EDUARDO
540594,48771,0.7815036661957521,0.375,0.0,0.25,0.18,0.17647058823529413,0.0,0.0,0.0,2014.2,EDUARDO
540595,48771,0.7815036661957521,0.375,0.5,0.3,0.18,0.17647058823529413,0.0,0.0,0.0,2014.2,EDUARDO
540596,48771,0.7815036661957521,0.375,1.0,0.0,0.18,0.17647058823529413,0.0,0.0,0.0,2014.2,EDUARDO
580725,48765,0.045271183134254614,0.875,0.0,0.35,0.25,0.058823529411764705,0.0,0.0,0.0,2014.2,ANDRE
580726,48765,0.045271183134254614,0.875,0.5,0.16999999999999998,0.25,0.058823529411764705,0.0,0.0,0.0,2014.2,ANDRE
580727,48765,0.045271183134254614,0.875,1.0,0.24,0.25,0.058823529411764705,0.0,0.0,0.0,2014.2,ANDRE
580731,48765,0.006438598606028291,0.875,0.0,0.52,0.18,0.23529411764705882,0.0,0.0,0.0,2014.2,ANDRE
580732,48765,0.006438598606028291,0.875,0.5,0.01,0.18,0.23529411764705882,0.0,0.0,0.0,2014.2,ANDRE
580733,48765,0.006438598606028291,0.875,1.0,0.0,0.18,0.23529411764705882,0.0,0.0,0.0,2014.2,ANDRE
580737,48765,0.1968598378893894,0.875,0.0,0.9199999999999999,0.6900000000000001,0.17647058823529413,1.0,0.0,0.0,2014.2,ANDRE
580738,48765,0.1968598378893894,0.875,0.5,0.5599999999999999,0.6900000000000001,0.17647058823529413,1.0,0.0,0.0,2014.2,ANDRE
580739,48765,0.1968598378893894,0.875,1.0,0.5900000000000001,0.6900000000000001,0.17647058823529413,1.0,0.0,0.0,2014.2,ANDRE
580740,48765,0.3946689993282395,0.875,0.0,0.9199999999999999,0.6799999999999999,0.20588235294117646,1.0,0.0,0.0,2014.2,ANDRE
580741,48765,0.3946689993282395,0.875,0.5,0.53,0.6799999999999999,0.20588235294117646,1.0,0.0,0.0,2014.2,ANDRE
580742,48765,0.3946689993282395,0.875,1.0,0.5900000000000001,0.6799999999999999,0.20588235294117646,1.0,0.0,0.0,2014.2,ANDRE
580743,48765,0.5821152090214816,0.875,0.0,0.3,0.13,0.23529411764705882,0.0,0.0,0.0,2014.2,ANDRE
580744,48765,0.5821152090214816,0.875,0.5,0.09,0.13,0.23529411764705882,0.0,0.0,0.0,2014.2,ANDRE
580745,48765,0.5821152090214816,0.875,1.0,0.0,0.13,0.23529411764705882,0.0,0.0,0.0,2014.2,ANDRE
580749,48765,0.4688156500852075,0.875,0.0,1.0,0.9099999999999999,0.058823529411764705,1.0,0.0,0.0,2014.2,ANDRE
580750,48765,0.4688156500852075,0.875,0.5,0.8699999999999999,0.9099999999999999,0.058823529411764705,1.0,0.0,0.0,2014.2,ANDRE
