,id_turma,discente,unidade,nota,media_final,descricao,numero_total_faltas,disciplina,semestre
164,51702,efb840b8daf0d4337af7b25f0fe59f50,3,0.0,0.5,REPROVADO POR MÉDIA E POR FALTAS,42,PENSAMENTO COMPUTACIONAL,2020.1
165,51702,868a89708e340c341520d712720c215e,1,8.4,5.8,APROVADO POR NOTA,8,PENSAMENTO COMPUTACIONAL,2020.1
166,51702,868a89708e340c341520d712720c215e,2,4.0,5.8,APROVADO POR NOTA,8,PENSAMENTO COMPUTACIONAL,2020.1
167,51702,868a89708e340c341520d712720c215e,3,5.0,5.8,APROVADO POR NOTA,8,PENSAMENTO COMPUTACIONAL,2020.1
168,51702,ee587800a51ab7a4af8d127c758cb98b,1,8.3,7.0,APROVADO,0,PENSAMENTO COMPUTACIONAL,2020.1
169,51702,ee587800a51ab7a4af8d127c758cb98b,2,6.1,7.0,APROVADO,0,PENSAMENTO COMPUTACIONAL,2020.1
170,51702,ee587800a51ab7a4af8d127c758cb98b,3,6.5,7.0,APROVADO,0,PENSAMENTO COMPUTACIONAL,2020.1
171,51702,8aba6337dd690951b7d063b0de809e2c,1,3.4,5.0,APROVADO POR NOTA,6,PENSAMENTO COMPUTACIONAL,2020.1
172,51702,8aba6337dd690951b7d063b0de809e2c,2,4.9,5.0,APROVADO POR NOTA,6,PENSAMENTO COMPUTACIONAL,2020.1
173,51702,8aba6337dd690951b7d063b0de809e2c,3,4.6,5.0,APROVADO POR NOTA,6,PENSAMENTO COMPUTACIONAL,2020.1
174,51702,95a25cb081e950e088c0eb7d9029f334,1,4.5,6.1,APROVADO POR NOTA,2,PENSAMENTO COMPUTACIONAL,2020.1
175,51702,95a25cb081e950e088c0eb7d9029f334,2,7.1,6.1,APROVADO POR NOTA,2,PENSAMENTO COMPUTACIONAL,2020.1
176,51702,95a25cb081e950e088c0eb7d9029f334,3,6.7,6.1,APROVADO POR NOTA,2,PENSAMENTO COMPUTACIONAL,2020.1
177,51702,e0ee14c847834aa1d9a50b73316d7053,1,0.0,0.0,REPROVADO POR MÉDIA E POR FALTAS,44,PENSAMENTO COMPUTACIONAL,2020.1
178,51702,e0ee14c847834aa1d9a50b73316d7053,2,0.0,0.0,REPROVADO POR MÉDIA E POR FALTAS,44,PENSAMENTO COMPUTACIONAL,2020.1
179,51702,e0ee14c847834aa1d9a50b73316d7053,3,0.0,0.0,REPROVADO POR MÉDIA E POR FALTAS,44,PENSAMENTO COMPUTACIONAL,2020.1
180,51702,8b0b9d50801de7d4f67cf4f606862271,1,9.8,9.9,APROVADO,2,PENSAMENTO COMPUTACIONAL,2020.1
181,51702,8b0b9d50801de7d4f67cf4f606862271,2,10.0,9.9,APROVADO,2,PENSAMENTO COMPUTACIONAL,2020.1
182,51702,8b0b9d50801de7d4f67cf4f606862271,3,9.9,9.9,APROVADO,2,PENSAMENTO COMPUTACIONAL,2020.1
183,51702,36f92a9f063c0948aef94dbdba59667f,1,2.5,0.8,REPROVADO,16,PENSAMENTO COMPUTACIONAL,2020.1
184,51702,36f92a9f063c0948aef94dbdba59667f,2,0.0,0.8,REPROVADO,16,PENSAMENTO COMPUTACIONAL,2020.1
185,51702,36f92a9f063c0948aef94dbdba59667f,3,0.0,0.8,REPROVADO,16,PENSAMENTO COMPUTACIONAL,2020.1
