,id_turma,discente,docente,unidade,nota,media_final,numero_total_faltas,aprovado,reposicao,reprovadoporfalta,semestre
531760,22196,0.2353422515155152,0.8888888888888888,1.0,0.12,0.27,0.0,0.0,0.0,0.0,2018.2
531761,22196,0.17622173478394632,0.8888888888888888,0.0,0.0,0.1,0.0,0.0,0.0,0.0,2018.2
531762,22196,0.17622173478394632,0.8888888888888888,0.5,0.25,0.1,0.0,0.0,0.0,0.0,2018.2
531763,22196,0.17622173478394632,0.8888888888888888,1.0,0.05,0.1,0.0,0.0,0.0,0.0,2018.2
531764,22196,0.10412791093955731,0.8888888888888888,0.5,0.06999999999999999,0.12,0.0,0.0,0.0,0.0,2018.2
531765,22196,0.10412791093955731,0.8888888888888888,1.0,0.0,0.12,0.0,0.0,0.0,0.0,2018.2
531766,22196,0.10412791093955731,0.8888888888888888,0.0,0.29,0.12,0.0,0.0,0.0,0.0,2018.2
531767,22196,0.46015107487644097,0.8888888888888888,0.0,0.54,0.6900000000000001,0.0,1.0,0.0,0.0,2018.2
531768,22196,0.46015107487644097,0.8888888888888888,0.5,0.6599999999999999,0.6900000000000001,0.0,1.0,0.0,0.0,2018.2
531769,22196,0.46015107487644097,0.8888888888888888,1.0,0.8699999999999999,0.6900000000000001,0.0,1.0,0.0,0.0,2018.2
531770,22196,0.9138766840375661,0.8888888888888888,0.0,0.54,0.79,0.0,1.0,0.0,0.0,2018.2
531771,22196,0.9138766840375661,0.8888888888888888,0.5,0.8400000000000001,0.79,0.0,1.0,0.0,0.0,2018.2
531772,22196,0.9138766840375661,0.8888888888888888,1.0,1.0,0.79,0.0,1.0,0.0,0.0,2018.2
531773,22196,0.9312392029645132,0.8888888888888888,1.0,0.6799999999999999,0.6,0.0,1.0,0.0,0.0,2018.2
531774,22196,0.9312392029645132,0.8888888888888888,0.0,0.5599999999999999,0.6,0.0,1.0,0.0,0.0,2018.2
531775,22196,0.9312392029645132,0.8888888888888888,0.5,0.5599999999999999,0.6,0.0,1.0,0.0,0.0,2018.2
531776,22196,0.9243638425867896,0.8888888888888888,0.0,0.49000000000000005,0.58,0.0,1.0,0.0,0.0,2018.2
531777,22196,0.9243638425867896,0.8888888888888888,0.5,0.11000000000000001,0.58,0.0,1.0,0.0,0.0,2018.2
531778,22196,0.9243638425867896,0.8888888888888888,1.0,0.9400000000000001,0.58,0.0,1.0,0.0,0.0,2018.2
531782,22196,0.8930501246901656,0.8888888888888888,0.0,0.6599999999999999,0.72,0.0,1.0,0.0,0.0,2018.2
531783,22196,0.8930501246901656,0.8888888888888888,0.5,0.65,0.72,0.0,1.0,0.0,0.0,2018.2
531784,22196,0.8930501246901656,0.8888888888888888,1.0,0.86,0.72,0.0,1.0,0.0,0.0,2018.2
531785,22196,0.022797351588786086,0.8888888888888888,0.0,0.61,0.6599999999999999,0.0,1.0,0.0,0.0,2018.2
531786,22196,0.022797351588786086,0.8888888888888888,0.5,0.6599999999999999,0.6599999999999999,0.0,1.0,0.0,0.0,2018.2
531787,22196,0.022797351588786086,0.8888888888888888,1.0,0.7,0.6599999999999999,0.0,1.0,0.0,0.0,2018.2
531788,22196,0.6217785213642679,0.8888888888888888,0.0,0.86,0.8400000000000001,0.0,1.0,0.0,0.0,2018.2
531789,22196,0.6217785213642679,0.8888888888888888,0.5,0.85,0.8400000000000001,0.0,1.0,0.0,0.0,2018.2
531790,22196,0.6217785213642679,0.8888888888888888,1.0,0.8,0.8400000000000001,0.0,1.0,0.0,0.0,2018.2
531791,22196,0.418763484725703,0.8888888888888888,0.0,0.5599999999999999,0.53,0.0,1.0,0.0,0.0,2018.2
531792,22196,0.418763484725703,0.8888888888888888,0.5,0.52,0.53,0.0,1.0,0.0,0.0,2018.2
531793,22196,0.418763484725703,0.8888888888888888,1.0,0.1,0.53,0.0,1.0,0.0,0.0,2018.2
531794,22196,0.2511204879184061,0.8888888888888888,0.0,0.63,0.6799999999999999,0.0,1.0,0.0,0.0,2018.2
531795,22196,0.2511204879184061,0.8888888888888888,0.5,0.6,0.6799999999999999,0.0,1.0,0.0,0.0,2018.2
531796,22196,0.2511204879184061,0.8888888888888888,1.0,0.82,0.6799999999999999,0.0,1.0,0.0,0.0,2018.2
572073,22188,0.03908288826594581,0.1111111111111111,0.0,1.0,0.73,0.0,1.0,0.0,0.0,2018.2
572074,22188,0.03908288826594581,0.1111111111111111,0.5,0.53,0.73,0.0,1.0,0.0,0.0,2018.2
572075,22188,0.03908288826594581,0.1111111111111111,1.0,0.65,0.73,0.0,1.0,0.0,0.0,2018.2
572076,22188,0.8768164256216194,0.1111111111111111,0.5,0.25,0.75,0.0,1.0,0.0,0.0,2018.2
572077,22188,0.8768164256216194,0.1111111111111111,0.0,1.0,0.75,0.0,1.0,0.0,0.0,2018.2
572078,22188,0.8768164256216194,0.1111111111111111,1.0,1.0,0.75,0.0,1.0,0.0,0.0,2018.2
572079,22188,0.643298894046075,0.1111111111111111,1.0,0.7,0.7,0.0,1.0,0.0,0.0,2018.2
572080,22188,0.643298894046075,0.1111111111111111,0.0,1.0,0.7,0.0,1.0,0.0,0.0,2018.2
572081,22188,0.643298894046075,0.1111111111111111,0.5,0.1,0.7,0.0,1.0,0.0,0.0,2018.2
572082,22188,0.13108693864218934,0.1111111111111111,0.5,0.45,0.82,0.0,1.0,0.0,0.0,2018.2
572083,22188,0.13108693864218934,0.1111111111111111,1.0,1.0,0.82,0.0,1.0,0.0,0.0,2018.2
572084,22188,0.13108693864218934,0.1111111111111111,0.0,1.0,0.82,0.0,1.0,0.0,0.0,2018.2
572085,22188,0.8716521678203001,0.1111111111111111,0.0,1.0,0.6799999999999999,0.0,1.0,0.0,0.0,2018.2
572086,22188,0.8716521678203001,0.1111111111111111,0.5,0.38,0.6799999999999999,0.0,1.0,0.0,0.0,2018.2
572087,22188,0.8716521678203001,0.1111111111111111,1.0,0.65,0.6799999999999999,0.0,1.0,0.0,0.0,2018.2
572088,22188,0.13657614711952745,0.1111111111111111,0.0,0.3,0.53,0.0,1.0,0.0,0.0,2018.2
572089,22188,0.13657614711952745,0.1111111111111111,0.5,0.5,0.53,0.0,1.0,0.0,0.0,2018.2
572090,22188,0.13657614711952745,0.1111111111111111,1.0,0.8,0.53,0.0,1.0,0.0,0.0,2018.2
572091,22188,0.7625034830117613,0.1111111111111111,0.0,1.0,0.72,0.0,1.0,0.0,0.0,2018.2
572092,22188,0.7625034830117613,0.1111111111111111,0.5,0.37,0.72,0.0,1.0,0.0,0.0,2018.2
572093,22188,0.7625034830117613,0.1111111111111111,1.0,0.8,0.72,0.0,1.0,0.0,0.0,2018.2
572094,22188,0.38211416501430734,0.1111111111111111,0.5,0.6,0.73,0.0,1.0,0.0,0.0,2018.2
572095,22188,0.38211416501430734,0.1111111111111111,1.0,0.6,0.73,0.0,1.0,0.0,0.0,2018.2
572096,22188,0.38211416501430734,0.1111111111111111,0.0,1.0,0.73,0.0,1.0,0.0,0.0,2018.2
572097,22188,0.9766926895407998,0.1111111111111111,1.0,0.9,0.73,0.0,1.0,0.0,0.0,2018.2
572098,22188,0.9766926895407998,0.1111111111111111,0.5,0.2,0.73,0.0,1.0,0.0,0.0,2018.2
572099,22188,0.9766926895407998,0.1111111111111111,0.0,0.8,0.73,0.0,1.0,0.0,0.0,2018.2
572100,22188,0.045398639236187935,0.1111111111111111,0.0,1.0,0.72,0.0,1.0,0.0,0.0,2018.2
572101,22188,0.045398639236187935,0.1111111111111111,0.5,0.55,0.72,0.0,1.0,0.0,0.0,2018.2
572102,22188,0.045398639236187935,0.1111111111111111,1.0,0.6,0.72,0.0,1.0,0.0,0.0,2018.2
572103,22188,0.6131075652149119,0.1111111111111111,0.0,0.5,0.67,0.0,1.0,0.0,0.0,2018.2
572104,22188,0.6131075652149119,0.1111111111111111,0.5,0.1,0.67,0.0,1.0,0.0,0.0,2018.2
572105,22188,0.6131075652149119,0.1111111111111111,1.0,0.6,0.67,0.0,1.0,0.0,0.0,2018.2
572106,22188,0.15244308030928724,0.1111111111111111,0.0,0.4,0.53,0.0,1.0,0.0,0.0,2018.2
572107,22188,0.15244308030928724,0.1111111111111111,0.5,0.58,0.53,0.0,1.0,0.0,0.0,2018.2
572108,22188,0.15244308030928724,0.1111111111111111,1.0,0.6,0.53,0.0,1.0,0.0,0.0,2018.2
572112,22188,0.7821803148993768,0.1111111111111111,0.0,0.7,0.5,0.0,0.0,0.0,0.0,2018.2
572113,22188,0.7821803148993768,0.1111111111111111,0.5,0.15,0.5,0.0,0.0,0.0,0.0,2018.2
572114,22188,0.7821803148993768,0.1111111111111111,1.0,0.6,0.5,0.0,0.0,0.0,0.0,2018.2
572115,22188,0.10779386421291419,0.1111111111111111,0.5,0.6,0.8699999999999999,0.0,1.0,0.0,0.0,2018.2
572116,22188,0.10779386421291419,0.1111111111111111,0.0,1.0,0.8699999999999999,0.0,1.0,0.0,0.0,2018.2
572117,22188,0.10779386421291419,0.1111111111111111,1.0,1.0,0.8699999999999999,0.0,1.0,0.0,0.0,2018.2
572118,22188,0.7462657007408333,0.1111111111111111,0.0,1.0,0.9,0.0,1.0,0.0,0.0,2018.2
572119,22188,0.7462657007408333,0.1111111111111111,0.5,0.7,0.9,0.0,1.0,0.0,0.0,2018.2
572120,22188,0.7462657007408333,0.1111111111111111,1.0,1.0,0.9,0.0,1.0,0.0,0.0,2018.2
572121,22188,0.0,0.1111111111111111,0.0,0.6,0.72,0.0,1.0,0.0,0.0,2018.2
572122,22188,0.0,0.1111111111111111,0.5,0.6599999999999999,0.72,0.0,1.0,0.0,0.0,2018.2
572123,22188,0.0,0.1111111111111111,1.0,0.9,0.72,0.0,1.0,0.0,0.0,2018.2
572124,22188,0.06689004826866903,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.2
572125,22188,0.06689004826866903,0.1111111111111111,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2018.2
572126,22188,0.06689004826866903,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.2
572127,22188,0.4351462256973964,0.1111111111111111,1.0,0.9,0.6799999999999999,0.0,1.0,0.0,0.0,2018.2
572128,22188,0.4351462256973964,0.1111111111111111,0.0,0.8,0.6799999999999999,0.0,1.0,0.0,0.0,2018.2
572129,22188,0.4351462256973964,0.1111111111111111,0.5,0.35,0.6799999999999999,0.0,1.0,0.0,0.0,2018.2
572130,22188,0.615428971109447,0.1111111111111111,0.0,1.0,0.9199999999999999,0.0,1.0,0.0,0.0,2018.2
572131,22188,0.615428971109447,0.1111111111111111,0.5,0.9,0.9199999999999999,0.0,1.0,0.0,0.0,2018.2
572132,22188,0.615428971109447,0.1111111111111111,1.0,0.85,0.9199999999999999,0.0,1.0,0.0,0.0,2018.2
572133,22188,0.5165260643850187,0.1111111111111111,1.0,0.0,0.2,0.0,0.0,0.0,0.0,2018.2
572134,22188,0.5165260643850187,0.1111111111111111,0.0,0.4,0.2,0.0,0.0,0.0,0.0,2018.2
572135,22188,0.5165260643850187,0.1111111111111111,0.5,0.2,0.2,0.0,0.0,0.0,0.0,2018.2
572136,22188,0.6724755119718792,0.1111111111111111,0.0,1.0,0.8300000000000001,0.0,1.0,0.0,0.0,2018.2
572137,22188,0.6724755119718792,0.1111111111111111,0.5,0.65,0.8300000000000001,0.0,1.0,0.0,0.0,2018.2
572138,22188,0.6724755119718792,0.1111111111111111,1.0,0.85,0.8300000000000001,0.0,1.0,0.0,0.0,2018.2
572139,22188,0.21396672717765258,0.1111111111111111,1.0,0.55,0.5700000000000001,0.0,1.0,0.0,0.0,2018.2
572140,22188,0.21396672717765258,0.1111111111111111,0.0,0.5,0.5700000000000001,0.0,1.0,0.0,0.0,2018.2
572141,22188,0.21396672717765258,0.1111111111111111,0.5,0.1,0.5700000000000001,0.0,1.0,0.0,0.0,2018.2
572142,22188,0.01231977401812376,0.1111111111111111,0.0,0.8,0.78,0.0,1.0,0.0,0.0,2018.2
572143,22188,0.01231977401812376,0.1111111111111111,0.5,0.65,0.78,0.0,1.0,0.0,0.0,2018.2
572144,22188,0.01231977401812376,0.1111111111111111,1.0,0.9,0.78,0.0,1.0,0.0,0.0,2018.2
572145,22188,0.0906532226910559,0.1111111111111111,0.5,0.55,0.85,0.0,1.0,0.0,0.0,2018.2
572146,22188,0.0906532226910559,0.1111111111111111,1.0,1.0,0.85,0.0,1.0,0.0,0.0,2018.2
572147,22188,0.0906532226910559,0.1111111111111111,0.0,1.0,0.85,0.0,1.0,0.0,0.0,2018.2
572148,22188,0.15833809088277492,0.1111111111111111,0.0,0.8,0.27,0.0,0.0,0.0,0.0,2018.2
572149,22188,0.15833809088277492,0.1111111111111111,0.5,0.0,0.27,0.0,0.0,0.0,0.0,2018.2
572150,22188,0.15833809088277492,0.1111111111111111,1.0,0.0,0.27,0.0,0.0,0.0,0.0,2018.2
572151,22188,0.6086363482502515,0.1111111111111111,0.0,1.0,0.93,0.0,1.0,0.0,0.0,2018.2
572152,22188,0.6086363482502515,0.1111111111111111,0.5,0.8,0.93,0.0,1.0,0.0,0.0,2018.2
572153,22188,0.6086363482502515,0.1111111111111111,1.0,1.0,0.93,0.0,1.0,0.0,0.0,2018.2
572154,22188,0.11986180396523295,0.1111111111111111,0.0,0.6,0.6,0.0,1.0,0.0,0.0,2018.2
572155,22188,0.11986180396523295,0.1111111111111111,0.5,0.5,0.6,0.0,1.0,0.0,0.0,2018.2
572156,22188,0.11986180396523295,0.1111111111111111,1.0,0.7,0.6,0.0,1.0,0.0,0.0,2018.2
572157,22188,0.8644427272477191,0.1111111111111111,0.0,1.0,0.9,0.0,1.0,0.0,0.0,2018.2
572158,22188,0.8644427272477191,0.1111111111111111,0.5,0.85,0.9,0.0,1.0,0.0,0.0,2018.2
572159,22188,0.8644427272477191,0.1111111111111111,1.0,0.85,0.9,0.0,1.0,0.0,0.0,2018.2
572160,22188,0.5634720065777481,0.1111111111111111,0.0,1.0,0.8300000000000001,0.0,1.0,0.0,0.0,2018.2
572161,22188,0.5634720065777481,0.1111111111111111,0.5,0.6,0.8300000000000001,0.0,1.0,0.0,0.0,2018.2
572162,22188,0.5634720065777481,0.1111111111111111,1.0,0.9,0.8300000000000001,0.0,1.0,0.0,0.0,2018.2
572163,22188,0.8217457534143447,0.1111111111111111,0.5,0.85,0.95,0.0,1.0,0.0,0.0,2018.2
572164,22188,0.8217457534143447,0.1111111111111111,0.0,1.0,0.95,0.0,1.0,0.0,0.0,2018.2
572165,22188,0.8217457534143447,0.1111111111111111,1.0,1.0,0.95,0.0,1.0,0.0,0.0,2018.2
572166,22188,0.9304300065574023,0.1111111111111111,0.0,1.0,0.8699999999999999,0.0,1.0,0.0,0.0,2018.2
572167,22188,0.9304300065574023,0.1111111111111111,0.5,0.7,0.8699999999999999,0.0,1.0,0.0,0.0,2018.2
572168,22188,0.9304300065574023,0.1111111111111111,1.0,0.9,0.8699999999999999,0.0,1.0,0.0,0.0,2018.2
572169,22188,0.7899289990297228,0.1111111111111111,0.0,1.0,0.63,0.0,1.0,0.0,0.0,2018.2
572170,22188,0.7899289990297228,0.1111111111111111,0.5,0.32999999999999996,0.63,0.0,1.0,0.0,0.0,2018.2
572171,22188,0.7899289990297228,0.1111111111111111,1.0,0.55,0.63,0.0,1.0,0.0,0.0,2018.2
572172,22188,0.22231304365657656,0.1111111111111111,1.0,0.6,0.62,0.0,1.0,0.0,0.0,2018.2
572173,22188,0.22231304365657656,0.1111111111111111,0.0,0.8,0.62,0.0,1.0,0.0,0.0,2018.2
572174,22188,0.22231304365657656,0.1111111111111111,0.5,0.25,0.62,0.0,1.0,0.0,0.0,2018.2
572175,22188,0.6159761202285798,0.1111111111111111,0.0,0.2,0.1,0.0,0.0,0.0,0.0,2018.2
572176,22188,0.6159761202285798,0.1111111111111111,0.5,0.1,0.1,0.0,0.0,0.0,0.0,2018.2
572177,22188,0.6159761202285798,0.1111111111111111,1.0,0.0,0.1,0.0,0.0,0.0,0.0,2018.2
572178,22188,0.11088326329052779,0.1111111111111111,1.0,1.0,0.8300000000000001,0.0,1.0,0.0,0.0,2018.2
572179,22188,0.11088326329052779,0.1111111111111111,0.0,1.0,0.8300000000000001,0.0,1.0,0.0,0.0,2018.2
572180,22188,0.11088326329052779,0.1111111111111111,0.5,0.5,0.8300000000000001,0.0,1.0,0.0,0.0,2018.2
658035,22190,0.09190770887140226,0.1111111111111111,1.0,0.0,0.58,0.0,1.0,0.0,0.0,2018.2
658036,22190,0.09190770887140226,0.1111111111111111,0.0,0.9199999999999999,0.58,0.0,1.0,0.0,0.0,2018.2
658037,22190,0.09190770887140226,0.1111111111111111,0.5,0.53,0.58,0.0,1.0,0.0,0.0,2018.2
658041,22190,0.44800456106748193,0.1111111111111111,0.0,0.53,0.5700000000000001,0.0,1.0,0.0,0.0,2018.2
658042,22190,0.44800456106748193,0.1111111111111111,0.5,0.54,0.5700000000000001,0.0,1.0,0.0,0.0,2018.2
658043,22190,0.44800456106748193,0.1111111111111111,1.0,0.63,0.5700000000000001,0.0,1.0,0.0,0.0,2018.2
658044,22190,0.2063683390052392,0.1111111111111111,0.0,1.0,0.9199999999999999,0.0,1.0,0.0,0.0,2018.2
658045,22190,0.2063683390052392,0.1111111111111111,0.5,1.0,0.9199999999999999,0.0,1.0,0.0,0.0,2018.2
658046,22190,0.2063683390052392,0.1111111111111111,1.0,0.77,0.9199999999999999,0.0,1.0,0.0,0.0,2018.2
658047,22190,0.8195331392805614,0.1111111111111111,0.0,1.0,0.61,0.0,1.0,0.0,0.0,2018.2
658048,22190,0.8195331392805614,0.1111111111111111,0.5,0.39,0.61,0.0,1.0,0.0,0.0,2018.2
658049,22190,0.8195331392805614,0.1111111111111111,1.0,0.44000000000000006,0.61,0.0,1.0,0.0,0.0,2018.2
658053,22190,0.5593117450377002,0.1111111111111111,0.0,0.8099999999999999,0.63,0.0,1.0,0.0,0.0,2018.2
658054,22190,0.5593117450377002,0.1111111111111111,0.5,0.3,0.63,0.0,1.0,0.0,0.0,2018.2
658055,22190,0.5593117450377002,0.1111111111111111,1.0,0.77,0.63,0.0,1.0,0.0,0.0,2018.2
658056,22190,0.2599059342534591,0.1111111111111111,0.5,0.85,0.9,0.0,1.0,0.0,0.0,2018.2
658057,22190,0.2599059342534591,0.1111111111111111,1.0,0.85,0.9,0.0,1.0,0.0,0.0,2018.2
658058,22190,0.2599059342534591,0.1111111111111111,0.0,1.0,0.9,0.0,1.0,0.0,0.0,2018.2
658059,22190,0.8156473451870873,0.1111111111111111,0.0,1.0,0.65,0.0,1.0,0.0,0.0,2018.2
658060,22190,0.8156473451870873,0.1111111111111111,0.5,0.0,0.65,0.0,1.0,0.0,0.0,2018.2
658061,22190,0.8156473451870873,0.1111111111111111,1.0,0.54,0.65,0.0,1.0,0.0,0.0,2018.2
658062,22190,0.9472811219428227,0.1111111111111111,0.0,0.9199999999999999,0.55,0.0,1.0,0.0,0.0,2018.2
658063,22190,0.9472811219428227,0.1111111111111111,0.5,0.05,0.55,0.0,1.0,0.0,0.0,2018.2
658064,22190,0.9472811219428227,0.1111111111111111,1.0,0.44000000000000006,0.55,0.0,1.0,0.0,0.0,2018.2
658065,22190,0.9100184590844963,0.1111111111111111,0.0,0.6599999999999999,0.5900000000000001,0.0,1.0,0.0,0.0,2018.2
658066,22190,0.9100184590844963,0.1111111111111111,0.5,0.3,0.5900000000000001,0.0,1.0,0.0,0.0,2018.2
658067,22190,0.9100184590844963,0.1111111111111111,1.0,0.8,0.5900000000000001,0.0,1.0,0.0,0.0,2018.2
658068,22190,0.35902969507427146,0.1111111111111111,0.0,0.63,0.32,0.0,0.0,0.0,0.0,2018.2
658069,22190,0.35902969507427146,0.1111111111111111,0.5,0.33999999999999997,0.32,0.0,0.0,0.0,0.0,2018.2
658070,22190,0.35902969507427146,0.1111111111111111,1.0,0.0,0.32,0.0,0.0,0.0,0.0,2018.2
658071,22190,0.9674855998895469,0.1111111111111111,0.5,0.61,0.75,0.0,1.0,0.0,0.0,2018.2
658072,22190,0.9674855998895469,0.1111111111111111,1.0,0.65,0.75,0.0,1.0,0.0,0.0,2018.2
658073,22190,0.9674855998895469,0.1111111111111111,0.0,0.9800000000000001,0.75,0.0,1.0,0.0,0.0,2018.2
658074,22190,0.12369374392999863,0.1111111111111111,0.0,1.0,0.5700000000000001,0.0,1.0,0.0,0.0,2018.2
658075,22190,0.12369374392999863,0.1111111111111111,0.5,0.4,0.5700000000000001,0.0,1.0,0.0,0.0,2018.2
658076,22190,0.12369374392999863,0.1111111111111111,1.0,0.0,0.5700000000000001,0.0,1.0,0.0,0.0,2018.2
658077,22190,0.6722766389477755,0.1111111111111111,0.0,0.58,0.52,0.0,1.0,0.0,0.0,2018.2
658078,22190,0.6722766389477755,0.1111111111111111,0.5,0.55,0.52,0.0,1.0,0.0,0.0,2018.2
658079,22190,0.6722766389477755,0.1111111111111111,1.0,0.43,0.52,0.0,1.0,0.0,0.0,2018.2
658083,22190,0.3035021857572965,0.1111111111111111,0.0,1.0,0.6,0.0,1.0,0.0,0.0,2018.2
658084,22190,0.3035021857572965,0.1111111111111111,0.5,0.42000000000000004,0.6,0.0,1.0,0.0,0.0,2018.2
658085,22190,0.3035021857572965,0.1111111111111111,1.0,0.0,0.6,0.0,1.0,0.0,0.0,2018.2
658086,22190,0.7702543040514618,0.1111111111111111,0.0,1.0,0.76,0.0,1.0,0.0,0.0,2018.2
658087,22190,0.7702543040514618,0.1111111111111111,0.5,0.58,0.76,0.0,1.0,0.0,0.0,2018.2
658088,22190,0.7702543040514618,0.1111111111111111,1.0,0.6900000000000001,0.76,0.0,1.0,0.0,0.0,2018.2
658089,22190,0.8077089677136673,0.1111111111111111,0.0,0.9099999999999999,0.78,0.0,1.0,0.0,0.0,2018.2
658090,22190,0.8077089677136673,0.1111111111111111,0.5,0.62,0.78,0.0,1.0,0.0,0.0,2018.2
658091,22190,0.8077089677136673,0.1111111111111111,1.0,0.8,0.78,0.0,1.0,0.0,0.0,2018.2
658092,22190,0.6356459193769582,0.1111111111111111,0.5,0.6599999999999999,0.82,0.0,1.0,0.0,0.0,2018.2
658093,22190,0.6356459193769582,0.1111111111111111,1.0,0.8099999999999999,0.82,0.0,1.0,0.0,0.0,2018.2
658094,22190,0.6356459193769582,0.1111111111111111,0.0,1.0,0.82,0.0,1.0,0.0,0.0,2018.2
658095,22190,0.7667709913170652,0.1111111111111111,0.0,1.0,0.7,0.0,1.0,0.0,0.0,2018.2
658096,22190,0.7667709913170652,0.1111111111111111,0.5,0.45999999999999996,0.7,0.0,1.0,0.0,0.0,2018.2
658097,22190,0.7667709913170652,0.1111111111111111,1.0,0.65,0.7,0.0,1.0,0.0,0.0,2018.2
658098,22190,0.3304900868173099,0.1111111111111111,0.0,1.0,0.89,0.0,1.0,0.0,0.0,2018.2
658099,22190,0.3304900868173099,0.1111111111111111,0.5,0.74,0.89,0.0,1.0,0.0,0.0,2018.2
658100,22190,0.3304900868173099,0.1111111111111111,1.0,0.93,0.89,0.0,1.0,0.0,0.0,2018.2
658101,22190,0.36509531729321687,0.1111111111111111,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2018.2
658102,22190,0.36509531729321687,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.2
658103,22190,0.36509531729321687,0.1111111111111111,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2018.2
658104,22190,0.21987994662662574,0.1111111111111111,0.0,0.52,0.16999999999999998,0.0,0.0,0.0,0.0,2018.2
658105,22190,0.21987994662662574,0.1111111111111111,0.5,0.0,0.16999999999999998,0.0,0.0,0.0,0.0,2018.2
658106,22190,0.21987994662662574,0.1111111111111111,1.0,0.0,0.16999999999999998,0.0,0.0,0.0,0.0,2018.2
658110,22190,0.2967127231161604,0.1111111111111111,0.0,0.39,0.13,0.0,0.0,0.0,0.0,2018.2
658111,22190,0.2967127231161604,0.1111111111111111,0.5,0.0,0.13,0.0,0.0,0.0,0.0,2018.2
658112,22190,0.2967127231161604,0.1111111111111111,1.0,0.0,0.13,0.0,0.0,0.0,0.0,2018.2
658113,22190,0.7142928416165123,0.1111111111111111,0.0,0.99,0.6,0.0,1.0,0.0,0.0,2018.2
658114,22190,0.7142928416165123,0.1111111111111111,0.5,0.44000000000000006,0.6,0.0,1.0,0.0,0.0,2018.2
658115,22190,0.7142928416165123,0.1111111111111111,1.0,0.38,0.6,0.0,1.0,0.0,0.0,2018.2
658116,22190,0.09716398419666243,0.1111111111111111,0.0,1.0,0.86,0.0,1.0,0.0,0.0,2018.2
658117,22190,0.09716398419666243,0.1111111111111111,0.5,0.8699999999999999,0.86,0.0,1.0,0.0,0.0,2018.2
658118,22190,0.09716398419666243,0.1111111111111111,1.0,0.72,0.86,0.0,1.0,0.0,0.0,2018.2
658119,22190,0.2260986036591553,0.1111111111111111,0.0,0.8,0.6799999999999999,0.0,1.0,0.0,0.0,2018.2
658120,22190,0.2260986036591553,0.1111111111111111,0.5,0.18,0.6799999999999999,0.0,1.0,0.0,0.0,2018.2
658121,22190,0.2260986036591553,0.1111111111111111,1.0,0.93,0.6799999999999999,0.0,1.0,0.0,0.0,2018.2
658122,22190,0.3627129844009831,0.1111111111111111,0.0,0.5900000000000001,0.62,0.0,1.0,0.0,0.0,2018.2
658123,22190,0.3627129844009831,0.1111111111111111,0.5,0.65,0.62,0.0,1.0,0.0,0.0,2018.2
658124,22190,0.3627129844009831,0.1111111111111111,1.0,0.63,0.62,0.0,1.0,0.0,0.0,2018.2
658125,22190,0.34137148006134155,0.1111111111111111,0.0,0.9199999999999999,0.75,0.0,1.0,0.0,0.0,2018.2
658126,22190,0.34137148006134155,0.1111111111111111,0.5,0.62,0.75,0.0,1.0,0.0,0.0,2018.2
658127,22190,0.34137148006134155,0.1111111111111111,1.0,0.7,0.75,0.0,1.0,0.0,0.0,2018.2
658128,22190,0.8769786802459866,0.1111111111111111,0.0,1.0,0.8099999999999999,0.0,1.0,0.0,0.0,2018.2
658129,22190,0.8769786802459866,0.1111111111111111,0.5,0.63,0.8099999999999999,0.0,1.0,0.0,0.0,2018.2
658130,22190,0.8769786802459866,0.1111111111111111,1.0,0.8099999999999999,0.8099999999999999,0.0,1.0,0.0,0.0,2018.2
658131,22190,0.5162285925574598,0.1111111111111111,0.0,1.0,0.74,0.0,1.0,0.0,0.0,2018.2
658132,22190,0.5162285925574598,0.1111111111111111,0.5,0.51,0.74,0.0,1.0,0.0,0.0,2018.2
658133,22190,0.5162285925574598,0.1111111111111111,1.0,0.72,0.74,0.0,1.0,0.0,0.0,2018.2
658134,22190,0.7855708877742761,0.1111111111111111,0.0,0.96,0.5700000000000001,0.0,1.0,0.0,0.0,2018.2
658135,22190,0.7855708877742761,0.1111111111111111,0.5,0.31,0.5700000000000001,0.0,1.0,0.0,0.0,2018.2
658136,22190,0.7855708877742761,0.1111111111111111,1.0,0.44000000000000006,0.5700000000000001,0.0,1.0,0.0,0.0,2018.2
658137,22190,0.6242391373724318,0.1111111111111111,0.0,1.0,0.8099999999999999,0.0,1.0,0.0,0.0,2018.2
658138,22190,0.6242391373724318,0.1111111111111111,0.5,0.6,0.8099999999999999,0.0,1.0,0.0,0.0,2018.2
658139,22190,0.6242391373724318,0.1111111111111111,1.0,0.82,0.8099999999999999,0.0,1.0,0.0,0.0,2018.2
658140,22190,0.1783013288185221,0.1111111111111111,0.0,1.0,0.78,0.0,1.0,0.0,0.0,2018.2
658141,22190,0.1783013288185221,0.1111111111111111,0.5,0.51,0.78,0.0,1.0,0.0,0.0,2018.2
658142,22190,0.1783013288185221,0.1111111111111111,1.0,0.82,0.78,0.0,1.0,0.0,0.0,2018.2
731707,22193,0.43516352162099803,0.8888888888888888,0.0,0.74,0.61,0.0,1.0,0.0,0.0,2018.2
