,discente,unidade,nota,media_final,aprovado,reposicao,reprovadoporfalta,numero_total_faltas,descricao,nivel_ensino,id_turma,id_curso,codigo,disciplina,docente,semestre,excluido
1815847,69239f9bfdedc6be46fcb757cffd90ca,3,0.0,1.8,False,False,False,0,REPROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815848,69239f9bfdedc6be46fcb757cffd90ca,2,0.0,1.8,False,False,False,0,REPROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815849,69239f9bfdedc6be46fcb757cffd90ca,1,5.5,1.8,False,False,False,0,REPROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815856,f6ba9f8635e93b2cecb4766d1dfb6716,1,9.3,7.3,True,False,False,0,APROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815857,f6ba9f8635e93b2cecb4766d1dfb6716,2,6.0,7.3,True,False,False,0,APROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815858,f6ba9f8635e93b2cecb4766d1dfb6716,3,1.7,7.3,True,False,False,0,APROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815859,4602b04afb65c9de87a2c56a8b7924b2,1,10.0,9.3,True,False,False,0,APROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815860,4602b04afb65c9de87a2c56a8b7924b2,2,9.7,9.3,True,False,False,0,APROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815861,4602b04afb65c9de87a2c56a8b7924b2,3,8.3,9.3,True,False,False,0,APROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815862,3fcf2fb6e1afc49d27190bd14479e1da,3,5.6,5.8,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815863,3fcf2fb6e1afc49d27190bd14479e1da,2,6.5,5.8,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815864,3fcf2fb6e1afc49d27190bd14479e1da,1,5.4,5.8,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815868,ec46349838cad5c0a32e259c45d7190f,1,7.0,7.6,True,False,False,0,APROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815869,ec46349838cad5c0a32e259c45d7190f,2,6.7,7.6,True,False,False,0,APROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815870,ec46349838cad5c0a32e259c45d7190f,3,9.1,7.6,True,False,False,0,APROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815874,a037e333413b3d596dd4a65832264a66,3,6.0,7.0,True,False,False,0,APROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815875,a037e333413b3d596dd4a65832264a66,1,6.5,7.0,True,False,False,0,APROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815876,a037e333413b3d596dd4a65832264a66,2,2.6,7.0,True,False,False,0,APROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815877,6f808545ed6b54c22ca87f61e6de6451,1,9.5,8.5,True,False,False,0,APROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815878,6f808545ed6b54c22ca87f61e6de6451,2,9.4,8.5,True,False,False,0,APROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815879,6f808545ed6b54c22ca87f61e6de6451,3,6.5,8.5,True,False,False,0,APROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815886,9c54c4867526272627c2a33d79edf449,1,8.3,6.5,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815887,9c54c4867526272627c2a33d79edf449,2,7.0,6.5,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815888,9c54c4867526272627c2a33d79edf449,3,4.1,6.5,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815895,ef94dafd66c0422f1927ed3544eb136f,1,0.0,0.0,False,False,False,0,REPROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815896,ef94dafd66c0422f1927ed3544eb136f,2,0.0,0.0,False,False,False,0,REPROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815897,ef94dafd66c0422f1927ed3544eb136f,3,0.0,0.0,False,False,False,0,REPROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815904,9de2ccfa9d7ed67f4a254a56d2d1237e,2,5.3,5.9,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815905,9de2ccfa9d7ed67f4a254a56d2d1237e,3,6.4,5.9,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815906,9de2ccfa9d7ed67f4a254a56d2d1237e,1,6.0,5.9,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815910,3d6f887a16d9e4ad8df74e4605e2171d,1,8.0,7.8,True,False,False,0,APROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815911,3d6f887a16d9e4ad8df74e4605e2171d,2,9.9,7.8,True,False,False,0,APROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815912,3d6f887a16d9e4ad8df74e4605e2171d,3,5.5,7.8,True,False,False,0,APROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815913,11fa855f1fa0903a2a3f7a5ba864977a,2,8.8,8.4,True,False,False,0,APROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815914,11fa855f1fa0903a2a3f7a5ba864977a,1,10.0,8.4,True,False,False,0,APROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815915,11fa855f1fa0903a2a3f7a5ba864977a,3,6.5,8.4,True,False,False,0,APROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815922,e2ca80b20e0eaebfe127295bc80b315d,1,8.9,9.3,True,False,False,0,APROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815923,e2ca80b20e0eaebfe127295bc80b315d,2,10.0,9.3,True,False,False,0,APROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815924,e2ca80b20e0eaebfe127295bc80b315d,3,9.0,9.3,True,False,False,0,APROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815925,665f93b53c1284af487a652b8cbfc355,3,8.0,6.6,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815926,665f93b53c1284af487a652b8cbfc355,1,6.7,6.6,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815927,665f93b53c1284af487a652b8cbfc355,2,5.0,6.6,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815928,cd45bf0c84686fc1fd148a46f593c9aa,1,1.0,1.1,False,False,False,0,REPROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815929,cd45bf0c84686fc1fd148a46f593c9aa,2,2.3,1.1,False,False,False,0,REPROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815930,cd45bf0c84686fc1fd148a46f593c9aa,3,0.0,1.1,False,False,False,0,REPROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815931,bb79958bdc3768eaf168a281a690ec22,1,10.0,7.8,True,False,False,0,APROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815932,bb79958bdc3768eaf168a281a690ec22,2,6.6,7.8,True,False,False,0,APROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815933,bb79958bdc3768eaf168a281a690ec22,3,6.9,7.8,True,False,False,0,APROVADO,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815934,abba494a3f964a7fe18164c54b70c90c,3,5.8,6.3,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815935,abba494a3f964a7fe18164c54b70c90c,1,7.8,6.3,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1815936,abba494a3f964a7fe18164c54b70c90c,2,5.3,6.3,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,45646,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISABEL DILLMANN NUNES,2016.2,False
1877158,046e629ead84e900a6e336638fd66227,3,10.0,9.8,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877159,046e629ead84e900a6e336638fd66227,2,10.0,9.8,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877160,046e629ead84e900a6e336638fd66227,1,9.5,9.8,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877161,9444c43966f2c902908a310e0ecf87e1,1,7.0,9.0,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877162,9444c43966f2c902908a310e0ecf87e1,2,10.0,9.0,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877163,9444c43966f2c902908a310e0ecf87e1,3,10.0,9.0,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877164,003b4b6c4d6f72b50e076a7d7e66e151,1,10.0,9.5,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877165,003b4b6c4d6f72b50e076a7d7e66e151,2,8.5,9.5,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877166,003b4b6c4d6f72b50e076a7d7e66e151,3,10.0,9.5,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877167,b25a25399dc37c059edb5dd15c53e52d,1,2.0,0.7,False,False,False,0,REPROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877168,b25a25399dc37c059edb5dd15c53e52d,2,0.0,0.7,False,False,False,0,REPROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877169,b25a25399dc37c059edb5dd15c53e52d,3,0.0,0.7,False,False,False,0,REPROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877170,1acc3c582d86b55798187e32bcb2acc1,1,10.0,9.7,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877171,1acc3c582d86b55798187e32bcb2acc1,2,9.0,9.7,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877172,1acc3c582d86b55798187e32bcb2acc1,3,10.0,9.7,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877173,439f76efa06dd9136acd8eb8b70fb609,3,0.0,2.7,False,False,False,0,REPROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877174,439f76efa06dd9136acd8eb8b70fb609,1,8.0,2.7,False,False,False,0,REPROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877175,439f76efa06dd9136acd8eb8b70fb609,2,0.0,2.7,False,False,False,0,REPROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877179,c7adcdf74f60ba578cbd9688bcf806f4,1,9.0,9.0,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877180,c7adcdf74f60ba578cbd9688bcf806f4,2,8.5,9.0,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877181,c7adcdf74f60ba578cbd9688bcf806f4,3,9.5,9.0,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877182,80f9d9e023fb9a2d30a678e02184bd23,1,6.0,8.7,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877183,80f9d9e023fb9a2d30a678e02184bd23,2,10.0,8.7,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877184,80f9d9e023fb9a2d30a678e02184bd23,3,10.0,8.7,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877185,de9d91e11bb4e08df3d234efa3f5a956,1,10.0,9.5,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877186,de9d91e11bb4e08df3d234efa3f5a956,2,8.5,9.5,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877187,de9d91e11bb4e08df3d234efa3f5a956,3,10.0,9.5,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877188,58f58fb476050434ac1635134ed460f8,1,9.5,9.2,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877189,58f58fb476050434ac1635134ed460f8,2,8.5,9.2,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877190,58f58fb476050434ac1635134ed460f8,3,9.5,9.2,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877191,5568d7dd6c44175d3f865cdb1dbc29a2,3,0.0,1.5,False,False,False,0,REPROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877192,5568d7dd6c44175d3f865cdb1dbc29a2,1,4.5,1.5,False,False,False,0,REPROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877193,5568d7dd6c44175d3f865cdb1dbc29a2,2,0.0,1.5,False,False,False,0,REPROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877197,b2c08b44f80b6dd6717a8f0a712046ef,3,0.0,0.5,False,False,False,0,REPROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877198,b2c08b44f80b6dd6717a8f0a712046ef,1,1.5,0.5,False,False,False,0,REPROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877199,b2c08b44f80b6dd6717a8f0a712046ef,2,0.0,0.5,False,False,False,0,REPROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877200,2ad7046720085b9462283d29c3e35d90,1,10.0,8.0,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877201,2ad7046720085b9462283d29c3e35d90,2,7.0,8.0,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877202,2ad7046720085b9462283d29c3e35d90,3,7.0,8.0,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877203,a61583e36e2d558f77774d77622c9a5d,1,10.0,10.0,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877204,a61583e36e2d558f77774d77622c9a5d,2,10.0,10.0,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877205,a61583e36e2d558f77774d77622c9a5d,3,10.0,10.0,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877206,3de7206ad45a2bb75ff5fb5fd9ce73e4,1,7.5,2.5,False,False,False,0,REPROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877207,3de7206ad45a2bb75ff5fb5fd9ce73e4,2,0.0,2.5,False,False,False,0,REPROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877208,3de7206ad45a2bb75ff5fb5fd9ce73e4,3,0.0,2.5,False,False,False,0,REPROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877209,acef20ec2278d5d3d1a5e08c3addeef9,1,9.0,8.2,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877210,acef20ec2278d5d3d1a5e08c3addeef9,2,7.5,8.2,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
1877211,acef20ec2278d5d3d1a5e08c3addeef9,3,8.0,8.2,True,False,False,0,APROVADO,GRADUAÇÃO,45645,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ISAAC FRANCO FERNANDES,2016.2,False
2034956,130fa18e7cbe30c714f98937cf94abab,3,7.1,6.4,True,False,False,6,APROVADO POR NOTA,GRADUAÇÃO,56963,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,MARJORY CRISTIANY DA COSTA ABREU,2017.1,False
2034957,130fa18e7cbe30c714f98937cf94abab,1,6.5,6.4,True,False,False,6,APROVADO POR NOTA,GRADUAÇÃO,56963,49184,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,MARJORY CRISTIANY DA COSTA ABREU,2017.1,False
