,discente,unidade,nota,media_final,aprovado,reposicao,reprovadoporfalta,numero_total_faltas,descricao,nivel_ensino,id_turma,codigo,disciplina,docente,semestre,reprovadomatematicamente
531746,c7bdd592f8b9e47469f130c5948b8417,1,3.9,7.4,True,False,False,0,APROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531747,c7bdd592f8b9e47469f130c5948b8417,2,8.2,7.4,True,False,False,0,APROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531748,c7bdd592f8b9e47469f130c5948b8417,3,10.0,7.4,True,False,False,0,APROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531749,6a99a5357614cd46e75547d2d6ed4368,1,3.3,1.1,False,False,False,0,REPROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531750,6a99a5357614cd46e75547d2d6ed4368,2,0.0,1.1,False,False,False,0,REPROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531751,6a99a5357614cd46e75547d2d6ed4368,3,0.0,1.1,False,False,False,0,REPROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531752,732444077f93ecf32746d568cac74e04,1,0.0,0.0,False,False,False,0,REPROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531753,732444077f93ecf32746d568cac74e04,2,0.0,0.0,False,False,False,0,REPROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531754,732444077f93ecf32746d568cac74e04,3,0.0,0.0,False,False,False,0,REPROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531755,867cad5f9b0e8ad5b3ab50c34b10c07a,1,1.0,3.6,False,False,False,0,REPROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531756,867cad5f9b0e8ad5b3ab50c34b10c07a,2,0.9,3.6,False,False,False,0,REPROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531757,867cad5f9b0e8ad5b3ab50c34b10c07a,3,8.9,3.6,False,False,False,0,REPROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531758,ff0c1ca6a2abc13f83147ad34b959687,1,4.2,2.7,False,False,False,0,REPROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531759,ff0c1ca6a2abc13f83147ad34b959687,2,2.6,2.7,False,False,False,0,REPROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531760,ff0c1ca6a2abc13f83147ad34b959687,3,1.2,2.7,False,False,False,0,REPROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531761,64b9091cfcfda2b4527f8f872feb6178,1,0.0,1.0,False,False,False,0,REPROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531762,64b9091cfcfda2b4527f8f872feb6178,2,2.5,1.0,False,False,False,0,REPROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531763,64b9091cfcfda2b4527f8f872feb6178,3,0.5,1.0,False,False,False,0,REPROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531764,f4323699a0e608a13373db308f3c6147,2,0.7,1.2,False,False,False,0,REPROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531765,f4323699a0e608a13373db308f3c6147,3,0.0,1.2,False,False,False,0,REPROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531766,f4323699a0e608a13373db308f3c6147,1,2.9,1.2,False,False,False,0,REPROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531767,fa2e643526d3c436de53ab6a04ec067f,1,5.4,6.9,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531768,fa2e643526d3c436de53ab6a04ec067f,2,6.6,6.9,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531769,fa2e643526d3c436de53ab6a04ec067f,3,8.7,6.9,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531770,8e0a9c44006f9688ba76a1d30c612ad3,1,5.4,7.9,True,False,False,0,APROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531771,8e0a9c44006f9688ba76a1d30c612ad3,2,8.4,7.9,True,False,False,0,APROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531772,8e0a9c44006f9688ba76a1d30c612ad3,3,10.0,7.9,True,False,False,0,APROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531773,7136a0f20d7ed51250e7bca650f6a344,3,6.8,6.0,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531774,7136a0f20d7ed51250e7bca650f6a344,1,5.6,6.0,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531775,7136a0f20d7ed51250e7bca650f6a344,2,5.6,6.0,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531776,b0f86d842b61525819f34d4d9a1c5dd9,1,4.9,5.8,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531777,b0f86d842b61525819f34d4d9a1c5dd9,2,1.1,5.8,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531778,b0f86d842b61525819f34d4d9a1c5dd9,3,9.4,5.8,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531782,b8b955517ef0ee6108648415af4ac56a,1,6.6,7.2,True,False,False,0,APROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531783,b8b955517ef0ee6108648415af4ac56a,2,6.5,7.2,True,False,False,0,APROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531784,b8b955517ef0ee6108648415af4ac56a,3,8.6,7.2,True,False,False,0,APROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531785,cff5ddd47663cbb062ff32b8b2e67be7,1,6.1,6.6,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531786,cff5ddd47663cbb062ff32b8b2e67be7,2,6.6,6.6,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531787,cff5ddd47663cbb062ff32b8b2e67be7,3,7.0,6.6,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531788,043b83d1d4e4564c50f272782b0ce123,1,8.6,8.4,True,False,False,0,APROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531789,043b83d1d4e4564c50f272782b0ce123,2,8.5,8.4,True,False,False,0,APROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531790,043b83d1d4e4564c50f272782b0ce123,3,8.0,8.4,True,False,False,0,APROVADO,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531791,ce076e1de7c257bbfffcdb7f7c646746,1,5.6,5.3,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531792,ce076e1de7c257bbfffcdb7f7c646746,2,5.2,5.3,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531793,ce076e1de7c257bbfffcdb7f7c646746,3,1.0,5.3,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531794,e8cf3993b29d446af2d16ac69a17d256,1,6.3,6.8,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531795,e8cf3993b29d446af2d16ac69a17d256,2,6.0,6.8,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
531796,e8cf3993b29d446af2d16ac69a17d256,3,8.2,6.8,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22196,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2018.2,False
572073,eebe499f9db78053246b55176e7003f1,1,10.0,7.3,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572074,eebe499f9db78053246b55176e7003f1,2,5.3,7.3,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572075,eebe499f9db78053246b55176e7003f1,3,6.5,7.3,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572076,f2e0fd0a0d1838e2ebe74e904a5df374,2,2.5,7.5,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572077,f2e0fd0a0d1838e2ebe74e904a5df374,1,10.0,7.5,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572078,f2e0fd0a0d1838e2ebe74e904a5df374,3,10.0,7.5,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572079,60e8645db53c436e3a19ba48fa376cb4,3,7.0,7.0,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572080,60e8645db53c436e3a19ba48fa376cb4,1,10.0,7.0,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572081,60e8645db53c436e3a19ba48fa376cb4,2,1.0,7.0,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572082,0018a97af7fab11225fe92b2d9535e41,2,4.5,8.2,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572083,0018a97af7fab11225fe92b2d9535e41,3,10.0,8.2,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572084,0018a97af7fab11225fe92b2d9535e41,1,10.0,8.2,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572085,4941f12ecee21651e8b4820a7ecd169e,1,10.0,6.8,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572086,4941f12ecee21651e8b4820a7ecd169e,2,3.8,6.8,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572087,4941f12ecee21651e8b4820a7ecd169e,3,6.5,6.8,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572088,613b55b9230d68948b82194dce2995f4,1,3.0,5.3,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572089,613b55b9230d68948b82194dce2995f4,2,5.0,5.3,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572090,613b55b9230d68948b82194dce2995f4,3,8.0,5.3,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572091,184ec38e9209ab96ae4371414d259ee9,1,10.0,7.2,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572092,184ec38e9209ab96ae4371414d259ee9,2,3.7,7.2,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572093,184ec38e9209ab96ae4371414d259ee9,3,8.0,7.2,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572094,b937c6d1cab3e83990221ec503f5646f,2,6.0,7.3,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572095,b937c6d1cab3e83990221ec503f5646f,3,6.0,7.3,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572096,b937c6d1cab3e83990221ec503f5646f,1,10.0,7.3,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572097,80dacdfc318fb946af38d3f3eb069032,3,9.0,7.3,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572098,80dacdfc318fb946af38d3f3eb069032,2,2.0,7.3,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572099,80dacdfc318fb946af38d3f3eb069032,1,8.0,7.3,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572100,8645d9a990907c918979b6327b6579c3,1,10.0,7.2,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572101,8645d9a990907c918979b6327b6579c3,2,5.5,7.2,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572102,8645d9a990907c918979b6327b6579c3,3,6.0,7.2,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572103,b62918481fc1304a0133542ad381b521,1,5.0,6.7,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572104,b62918481fc1304a0133542ad381b521,2,1.0,6.7,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572105,b62918481fc1304a0133542ad381b521,3,6.0,6.7,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572106,4ab657fb9754f446f2f03e432a0a3cc0,1,4.0,5.3,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572107,4ab657fb9754f446f2f03e432a0a3cc0,2,5.8,5.3,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572108,4ab657fb9754f446f2f03e432a0a3cc0,3,6.0,5.3,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572112,01b36d9fc2c6026d19f9b6f972308cce,1,7.0,5.0,False,False,False,0,REPROVADO POR NOTA,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572113,01b36d9fc2c6026d19f9b6f972308cce,2,1.5,5.0,False,False,False,0,REPROVADO POR NOTA,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572114,01b36d9fc2c6026d19f9b6f972308cce,3,6.0,5.0,False,False,False,0,REPROVADO POR NOTA,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572115,2f8458359632d4333122fc204cf3a8de,2,6.0,8.7,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572116,2f8458359632d4333122fc204cf3a8de,1,10.0,8.7,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572117,2f8458359632d4333122fc204cf3a8de,3,10.0,8.7,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572118,608ce23a803beea5d13d6c3d291c7a8e,1,10.0,9.0,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572119,608ce23a803beea5d13d6c3d291c7a8e,2,7.0,9.0,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572120,608ce23a803beea5d13d6c3d291c7a8e,3,10.0,9.0,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572121,ad2ef262333c82da6374c73a979b36f3,1,6.0,7.2,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572122,ad2ef262333c82da6374c73a979b36f3,2,6.6,7.2,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
572123,ad2ef262333c82da6374c73a979b36f3,3,9.0,7.2,True,False,False,0,APROVADO,GRADUAÇÃO,22188,IMD0012.0,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ANNA GISELLE CAMARA DANTAS RIBEIRO RODRIGUES,2018.2,False
