,discente,unidade,nota,media_final,aprovado,reposicao,reprovadoporfalta,numero_total_faltas,descricao,nivel_ensino,id_turma,codigo,disciplina,docente,semestre,reprovadomatematicamente
1366861,ffe9af22e0f62ebaeb8a2a6c258da676,3,4.0,3.0,False,False,False,0,REPROVADO,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366862,ffe9af22e0f62ebaeb8a2a6c258da676,1,1.6,3.0,False,False,False,0,REPROVADO,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366863,ffe9af22e0f62ebaeb8a2a6c258da676,2,3.4,3.0,False,False,False,0,REPROVADO,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366864,0d4686dbd9057462f9212a9842abdb5d,1,7.6,5.8,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366865,0d4686dbd9057462f9212a9842abdb5d,2,6.7,5.8,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366866,0d4686dbd9057462f9212a9842abdb5d,3,2.6,5.8,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366867,e20477c3fa41ceb65b9d2bb84e0e316b,1,5.1,5.2,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366868,e20477c3fa41ceb65b9d2bb84e0e316b,2,4.3,5.2,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366869,e20477c3fa41ceb65b9d2bb84e0e316b,3,6.3,5.2,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366879,610609956228b87d87705d984ec8c210,1,3.6,4.1,False,False,False,0,REPROVADO,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366880,610609956228b87d87705d984ec8c210,2,2.9,4.1,False,False,False,0,REPROVADO,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366881,610609956228b87d87705d984ec8c210,3,5.8,4.1,False,False,False,0,REPROVADO,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366882,4db0781830627a0e8c484ac07d115525,1,4.3,4.6,False,False,False,0,REPROVADO,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366883,4db0781830627a0e8c484ac07d115525,2,3.4,4.6,False,False,False,0,REPROVADO,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366884,4db0781830627a0e8c484ac07d115525,3,6.1,4.6,False,False,False,0,REPROVADO,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366885,db47b0aec7d703b8b12b35aa6f4fea6a,1,7.0,6.2,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366886,db47b0aec7d703b8b12b35aa6f4fea6a,2,4.9,6.2,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366887,db47b0aec7d703b8b12b35aa6f4fea6a,3,6.8,6.2,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366891,69a70fa6b7cc028c3c1fa45af5a249a2,1,5.8,5.4,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366892,69a70fa6b7cc028c3c1fa45af5a249a2,2,3.9,5.4,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366893,69a70fa6b7cc028c3c1fa45af5a249a2,3,6.6,5.4,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366894,69c9d7d93fb6bef94d4497eb1ad24548,1,0.9,6.4,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366895,69c9d7d93fb6bef94d4497eb1ad24548,2,5.3,6.4,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366896,69c9d7d93fb6bef94d4497eb1ad24548,3,5.9,6.4,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366900,427458671fca455e3b2e82f8202dbc92,1,5.3,5.5,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366901,427458671fca455e3b2e82f8202dbc92,2,3.3,5.5,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366902,427458671fca455e3b2e82f8202dbc92,3,1.4,5.5,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366906,fd9788d848f445ddd751c1b70b06539e,1,6.3,6.8,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366907,fd9788d848f445ddd751c1b70b06539e,2,6.6,6.8,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366908,fd9788d848f445ddd751c1b70b06539e,3,7.5,6.8,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366912,c9cff24e7f68dfb8c87752d6a066c6b4,1,5.3,6.1,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366913,c9cff24e7f68dfb8c87752d6a066c6b4,2,5.9,6.1,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366914,c9cff24e7f68dfb8c87752d6a066c6b4,3,7.0,6.1,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366915,fdcb58554cab1dda021f5f456aa8ab6f,1,2.9,5.2,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366916,fdcb58554cab1dda021f5f456aa8ab6f,2,3.4,5.2,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366917,fdcb58554cab1dda021f5f456aa8ab6f,3,8.0,5.2,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366918,5a69db82e05aa5596ba260c92f40fd18,1,5.3,5.3,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366919,5a69db82e05aa5596ba260c92f40fd18,2,7.7,5.3,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366920,5a69db82e05aa5596ba260c92f40fd18,3,3.0,5.3,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366924,3f35609bca4a07f29ec40d91eed364e9,1,7.0,7.0,True,False,False,0,APROVADO,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366925,3f35609bca4a07f29ec40d91eed364e9,2,8.3,7.0,True,False,False,0,APROVADO,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366926,3f35609bca4a07f29ec40d91eed364e9,3,5.8,7.0,True,False,False,0,APROVADO,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366927,b48ac1b2d569579d2f92c918246b5e20,1,9.5,9.1,True,False,False,0,APROVADO,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366928,b48ac1b2d569579d2f92c918246b5e20,2,9.5,9.1,True,False,False,0,APROVADO,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366929,b48ac1b2d569579d2f92c918246b5e20,3,8.4,9.1,True,False,False,0,APROVADO,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366930,9f1b3a92e8993d09a6a9772869ed74dc,1,2.2,3.8,False,False,False,0,REPROVADO,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366931,9f1b3a92e8993d09a6a9772869ed74dc,2,5.2,3.8,False,False,False,0,REPROVADO,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366932,9f1b3a92e8993d09a6a9772869ed74dc,3,4.0,3.8,False,False,False,0,REPROVADO,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366933,c859c7032ef2cd4fa31765f46e08f84c,1,8.4,8.8,True,False,False,0,APROVADO,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366934,c859c7032ef2cd4fa31765f46e08f84c,2,8.4,8.8,True,False,False,0,APROVADO,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366935,c859c7032ef2cd4fa31765f46e08f84c,3,9.5,8.8,True,False,False,0,APROVADO,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366936,ef9681e406c0e39099cf3e1741471dd9,1,6.6,7.5,True,False,False,0,APROVADO,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366937,ef9681e406c0e39099cf3e1741471dd9,2,7.2,7.5,True,False,False,0,APROVADO,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366938,ef9681e406c0e39099cf3e1741471dd9,3,8.8,7.5,True,False,False,0,APROVADO,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366939,0f06dd99f1680b0efd2fe9268112e11b,1,5.1,5.0,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366940,0f06dd99f1680b0efd2fe9268112e11b,2,3.3,5.0,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366941,0f06dd99f1680b0efd2fe9268112e11b,3,3.9,5.0,True,False,False,0,APROVADO POR NOTA,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366945,6aebd9e08c2c2c9edd46e3352da2c996,1,10.0,10.0,True,False,False,0,APROVADO,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366946,6aebd9e08c2c2c9edd46e3352da2c996,2,10.0,10.0,True,False,False,0,APROVADO,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1366947,6aebd9e08c2c2c9edd46e3352da2c996,3,10.0,10.0,True,False,False,0,APROVADO,GRADUAÇÃO,40050,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,JULIO CESAR PAULINO DE MELO,2019.2,False
1519288,5e99e139c88d186611d52d71735306ce,1,0.0,0.0,False,False,False,28,REPROVADO,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519289,5e99e139c88d186611d52d71735306ce,2,0.0,0.0,False,False,False,28,REPROVADO,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519290,5e99e139c88d186611d52d71735306ce,3,0.0,0.0,False,False,False,28,REPROVADO,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519291,e0c079fef6c463e81d8ae949eb30083b,1,9.9,8.3,True,False,False,28,APROVADO,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519292,e0c079fef6c463e81d8ae949eb30083b,2,5.2,8.3,True,False,False,28,APROVADO,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519293,e0c079fef6c463e81d8ae949eb30083b,3,9.8,8.3,True,False,False,28,APROVADO,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519294,0b7c9489555948ed4a304d0c2f2ce53b,1,6.9,5.8,True,False,False,28,APROVADO POR NOTA,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519295,0b7c9489555948ed4a304d0c2f2ce53b,2,3.3,5.8,True,False,False,28,APROVADO POR NOTA,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519296,0b7c9489555948ed4a304d0c2f2ce53b,3,7.3,5.8,True,False,False,28,APROVADO POR NOTA,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519297,626c0761fefe50275def1ccb55379497,1,9.5,6.2,True,False,False,28,APROVADO POR NOTA,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519298,626c0761fefe50275def1ccb55379497,2,3.8,6.2,True,False,False,28,APROVADO POR NOTA,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519299,626c0761fefe50275def1ccb55379497,3,5.3,6.2,True,False,False,28,APROVADO POR NOTA,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519300,4c392fe0ec815fb3735f42f05a12f7e3,1,10.0,8.3,True,False,False,28,APROVADO,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519301,4c392fe0ec815fb3735f42f05a12f7e3,2,7.4,8.3,True,False,False,28,APROVADO,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519302,4c392fe0ec815fb3735f42f05a12f7e3,3,7.5,8.3,True,False,False,28,APROVADO,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519303,e5976989d02dd01d7be21af6dcab12dc,1,7.7,5.1,False,False,False,28,REPROVADO POR NOTA,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519304,e5976989d02dd01d7be21af6dcab12dc,2,1.8,5.1,False,False,False,28,REPROVADO POR NOTA,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519305,e5976989d02dd01d7be21af6dcab12dc,3,5.7,5.1,False,False,False,28,REPROVADO POR NOTA,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519306,a38f4118d8625bea084b6b1d775d3fc4,1,3.7,1.2,False,False,False,28,REPROVADO,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519307,a38f4118d8625bea084b6b1d775d3fc4,2,0.0,1.2,False,False,False,28,REPROVADO,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519308,a38f4118d8625bea084b6b1d775d3fc4,3,0.0,1.2,False,False,False,28,REPROVADO,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519309,73d06acfc5cae40261a60a218f6ef330,1,4.4,1.5,False,False,False,18,REPROVADO,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519310,73d06acfc5cae40261a60a218f6ef330,2,0.0,1.5,False,False,False,18,REPROVADO,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519311,73d06acfc5cae40261a60a218f6ef330,3,0.0,1.5,False,False,False,18,REPROVADO,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519312,b1e48cbe87d2028ccfed49f3422dc41a,1,2.5,0.8,False,False,False,28,REPROVADO,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519313,b1e48cbe87d2028ccfed49f3422dc41a,2,0.0,0.8,False,False,False,28,REPROVADO,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519314,b1e48cbe87d2028ccfed49f3422dc41a,3,0.0,0.8,False,False,False,28,REPROVADO,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519318,9b0be4debc1cbe641d94025dffc006c1,1,2.9,1.4,False,False,False,28,REPROVADO,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519319,9b0be4debc1cbe641d94025dffc006c1,2,1.3,1.4,False,False,False,28,REPROVADO,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519320,9b0be4debc1cbe641d94025dffc006c1,3,0.0,1.4,False,False,False,28,REPROVADO,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519321,5de4642bf61bc49455b5cc8048ce76b9,1,8.4,5.7,False,False,False,28,REPROVADO POR NOTA,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519322,5de4642bf61bc49455b5cc8048ce76b9,2,1.8,5.7,False,False,False,28,REPROVADO POR NOTA,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519323,5de4642bf61bc49455b5cc8048ce76b9,3,6.8,5.7,False,False,False,28,REPROVADO POR NOTA,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519324,88a7964e79602bb2df315b44b519a218,1,6.9,3.2,False,False,False,28,REPROVADO,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519325,88a7964e79602bb2df315b44b519a218,2,2.5,3.2,False,False,False,28,REPROVADO,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519326,88a7964e79602bb2df315b44b519a218,3,0.2,3.2,False,False,False,28,REPROVADO,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519327,10a51ebc34f663c8d078c9a65b45a2de,1,8.9,7.6,True,False,False,28,APROVADO,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519328,10a51ebc34f663c8d078c9a65b45a2de,2,0.0,7.6,True,False,False,28,APROVADO,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519329,10a51ebc34f663c8d078c9a65b45a2de,3,9.8,7.6,True,False,False,28,APROVADO,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519330,b7632f4799fa0fe3f9cd6c72730424ed,1,7.4,5.9,True,False,False,22,APROVADO POR NOTA,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519331,b7632f4799fa0fe3f9cd6c72730424ed,2,2.8,5.9,True,False,False,22,APROVADO POR NOTA,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
1519332,b7632f4799fa0fe3f9cd6c72730424ed,3,6.4,5.9,True,False,False,22,APROVADO POR NOTA,GRADUAÇÃO,40051,IMD1012,INTRODUÇÃO ÀS TÉCNICAS DE PROGRAMAÇÃO,ROGER KREUTZ IMMICH,2019.2,False
